episode,task_id,task_type,student_id,demographic_group,correct,dissonance
0,synth_open_ended_12,OPEN_ENDED,student_B_high,B,False,1.3697656503669742
1,dilemma_1,ETHICAL_DILEMMA,student_A_mid,A,True,1.1786312220208672
2,mcq_ml_1,MCQ,student_B_high,B,False,0.4979999999999999
3,synth_open_ended_14,OPEN_ENDED,student_A_mid,A,False,1.462387036772637
4,mcq_ethics_1,MCQ,student_A_mid,A,False,0.9959999999999998
5,dilemma_3,ETHICAL_DILEMMA,student_A_high,A,True,0.5715533599842599
6,synth_open_ended_8,OPEN_ENDED,student_A_high,A,False,1.1786312220208672
7,mcq_logic_1,MCQ,student_A_mid,A,True,0.3635310439181515
8,dilemma_2,ETHICAL_DILEMMA,student_A_mid,A,True,1.3697656503669742
9,mcq_ethics_1,MCQ,student_B_low,B,False,1.5645473317434981
10,synth_ethical_dilemma_5,ETHICAL_DILEMMA,student_B_low,B,False,1.4089039196664688
11,synth_ethical_dilemma_17,ETHICAL_DILEMMA,student_B_high,B,True,1.4089039196664688
12,synth_ethical_dilemma_17,ETHICAL_DILEMMA,student_A_low,A,True,0.7830972736738184
13,synth_ethical_dilemma_9,ETHICAL_DILEMMA,student_B_mid,B,True,2.49
14,open_fairness_1,OPEN_ENDED,student_B_high,B,False,0.04839578695793954
15,synth_ethical_dilemma_4,ETHICAL_DILEMMA,student_A_low,A,True,0.4980000000000005
16,synth_ethical_dilemma_17,ETHICAL_DILEMMA,student_A_mid,A,True,1.4939999999999998
17,synth_ethical_dilemma_5,ETHICAL_DILEMMA,student_A_low,A,True,0.4979999999999999
18,open_privacy_1,OPEN_ENDED,student_B_low,B,False,0.9939188079940997
19,synth_ethical_dilemma_2,ETHICAL_DILEMMA,student_B_low,B,True,0.3635310439181515
20,mcq_privacy_1,MCQ,student_B_high,B,True,0.4980000000000005
21,open_fairness_1,OPEN_ENDED,student_A_high,A,False,2.49
22,dilemma_1,ETHICAL_DILEMMA,student_B_high,B,True,1.4089039196664688
23,open_privacy_1,OPEN_ENDED,student_B_high,B,False,1.4939999999999998
24,mcq_math_1,MCQ,student_B_low,B,False,1.3697656503669742
25,dilemma_2,ETHICAL_DILEMMA,student_A_low,A,False,0.4980000000000005
26,synth_open_ended_14,OPEN_ENDED,student_B_low,B,False,0.4980000000000005
27,dilemma_1,ETHICAL_DILEMMA,student_B_low,B,True,0.04839578695793954
28,mcq_math_1,MCQ,student_A_low,A,False,1.5645473317434981
29,synth_open_ended_13,OPEN_ENDED,student_A_low,A,False,0.0
30,dilemma_1,ETHICAL_DILEMMA,student_A_mid,A,False,0.13693246233816456
31,synth_open_ended_13,OPEN_ENDED,student_B_mid,B,False,0.2865793192006838
32,synth_ethical_dilemma_2,ETHICAL_DILEMMA,student_B_mid,B,True,0.5715533599842599
33,synth_open_ended_3,OPEN_ENDED,student_B_low,B,False,1.659389943543854
34,dilemma_3,ETHICAL_DILEMMA,student_B_mid,B,True,0.34695588658880094
35,mcq_logic_1,MCQ,student_A_high,A,False,0.7337245169488467
36,open_fairness_1,OPEN_ENDED,student_A_high,A,False,1.9919999999999998
37,synth_ethical_dilemma_11,ETHICAL_DILEMMA,student_B_high,B,True,1.1786312220208672
38,synth_ethical_dilemma_6,ETHICAL_DILEMMA,student_A_high,A,True,1.4939999999999998
39,synth_open_ended_3,OPEN_ENDED,student_A_high,A,False,2.49
40,synth_open_ended_14,OPEN_ENDED,student_A_low,A,False,1.407161234528766
41,synth_open_ended_19,OPEN_ENDED,student_A_high,A,False,1.462387036772637
42,synth_open_ended_12,OPEN_ENDED,student_A_high,A,False,0.0
